text,label
Insert an item,CREATE_ITEM
Add a new item instance,CREATE_ITEM
Make an entry,CREATE_ITEM
Generate an entry,CREATE_ITEM
Begin an item,CREATE_ITEM
Create a specific item,CREATE_ITEM
Put in an item,CREATE_ITEM
Add new data,CREATE_ITEM
Form a record,CREATE_ITEM
Build a record,CREATE_ITEM
New item here,CREATE_ITEM
Insert the item,CREATE_ITEM
Add a new data item,CREATE_ITEM
Make a record,CREATE_ITEM
Produce a record,CREATE_ITEM
Start item creation,CREATE_ITEM
Create an object,CREATE_ITEM
Add item,CREATE_ITEM
Create item,CREATE_ITEM
Add item,CREATE_ITEM
create a new task,CREATE_ITEM
make a new record,CREATE_ITEM
add a new item,CREATE_ITEM
generate a new report,CREATE_ITEM
create user account,CREATE_ITEM
new entry now,CREATE_ITEM
add new document,CREATE_ITEM
form a new item,CREATE_ITEM
initiate a new record,CREATE_ITEM
start a new task,CREATE_ITEM
create now,CREATE_ITEM
make now,CREATE_ITEM
add now,CREATE_ITEM
generate now,CREATE_ITEM
create item,CREATE_ITEM
new item,CREATE_ITEM
add item,CREATE_ITEM
form item,CREATE_ITEM
initiate record,CREATE_ITEM
start task,CREATE_ITEM
create new,CREATE_ITEM
make new,CREATE_ITEM
add new,CREATE_ITEM
generate new,CREATE_ITEM
create new entry,CREATE_ITEM
new record,CREATE_ITEM
add new task,CREATE_ITEM
form new item,CREATE_ITEM
initiate new,CREATE_ITEM
start new,CREATE_ITEM
create a new,CREATE_ITEM
make a new,CREATE_ITEM
add a new,CREATE_ITEM
generate a new item,CREATE_ITEM
create a new record,CREATE_ITEM
new task now,CREATE_ITEM
add a new task,CREATE_ITEM
form a new record,CREATE_ITEM
initiate a new item,CREATE_ITEM
start a new record,CREATE_ITEM
create an item,CREATE_ITEM
make an item,CREATE_ITEM
add an item,CREATE_ITEM
generate an item,CREATE_ITEM
create an entry,CREATE_ITEM
an item now,CREATE_ITEM
add an entry,CREATE_ITEM
form an item,CREATE_ITEM
initiate an item,CREATE_ITEM
start an item,CREATE_ITEM
create the item,CREATE_ITEM
make the item,CREATE_ITEM
add the item,CREATE_ITEM
generate the item,CREATE_ITEM
create the entry,CREATE_ITEM
the item now,CREATE_ITEM
add the entry,CREATE_ITEM
form the item,CREATE_ITEM
initiate the item,CREATE_ITEM
start the item,CREATE_ITEM
create a task,CREATE_ITEM
make a task,CREATE_ITEM
add a task,CREATE_ITEM
generate a task,CREATE_ITEM
create a record,CREATE_ITEM
a task now,CREATE_ITEM
add a record,CREATE_ITEM
form a task,CREATE_ITEM
initiate a task,CREATE_ITEM
start a new task now,CREATE_ITEM
create a new entry,CREATE_ITEM
make a new entry,CREATE_ITEM
add a new entry,CREATE_ITEM
generate a new entry,CREATE_ITEM
create a new document,CREATE_ITEM
new entry new,CREATE_ITEM
add a new document now,CREATE_ITEM
form a new document,CREATE_ITEM
initiate a new document,CREATE_ITEM
start a new document,CREATE_ITEM
create a document,CREATE_ITEM
make a document,CREATE_ITEM
add a document,CREATE_ITEM
generate a document,CREATE_ITEM
create a file,CREATE_ITEM
a document now,CREATE_ITEM
add a file,CREATE_ITEM
form a document,CREATE_ITEM
initiate a document,CREATE_ITEM
start a document,CREATE_ITEM
make a new item,CREATE_ITEM
add an entry,CREATE_ITEM
create a new document,CREATE_ITEM
form a new record,CREATE_ITEM
initiate a new task,CREATE_ITEM
start a new session,CREATE_ITEM
make new record,CREATE_ITEM
add fresh item,CREATE_ITEM
create new object,CREATE_ITEM
form new entry,CREATE_ITEM
